Sequence | Label | Type      | Grade
2660     | P1    | Pole Deflection | C
2660     | PG11  | Guy        | C
2660     | U1-1B | Strain     | C
2660     | P1    | Pole Deflection | C
2660     | PG11  | Guy        | C
2660     | U1-1B | Strain     | C
2660     | P1    | Pole Deflection | C
2660     | P1    | Steel Pole | C
2660     | P1    | Pole Deflection | C
2660     | P1    | Steel Pole | C
2660     | P1    | Pole Deflection | C
2660     | PG11  | Guy        | C
2660     | U1-1B | Strain     | C
2660     | P1    | Pole Deflection | C
2660     | PG11  | Guy        | C
2660     | U1-1B | Strain     | C
2660     | P1    | Pole Deflection | C
2600     | PG11  | Guy        | C
2600     | U1-1B | Strain     | C
2600     | P1    | Pole Deflection | C
2600     | PG11  | Guy        | C
2600     | U1-1B | Strain     | C
2600     | P1    | Pole Deflection | C
2600     | PG11  | Guy        | C
2600     | U1-1B | Strain     | C
2600     | P1    | Pole Deflection | C
2600     | PG11  | Guy        | C
2600     | U1-1B | Strain     | C
2600     | P1    | Pole Deflection | C
2600     | PG11  | Guy        | C
2600     | U1-1B | Strain     | C
2600     | P1    | Pole Deflection | C
2600     | PG11  | Guy        | C
2600     | U1-1B | Strain     | C
2600     | P1    | Pole Deflection | C
2600     | P1    | Steel Pole | C
2600     | P1    | Pole Deflection | C
2600     | P1    | Steel Pole | C
2600     | P1    | Pole Deflection | C
2590     | PG11  | Guy        | C
2590     | U1-1B | Strain     | C
2590     | P1    | Pole Deflection | C
2590     | PG11  | Guy        | C
2590     | U1-1B | Strain     | C
2590     | P1    | Pole Deflection | C
2590     | PG11  | Guy        | C
2590     | U1-1B | Strain     | C
2590     | P1    | Pole Deflection | C
2590     | PG11  | Guy        | C
2590     | U1-1B | Strain     | C
2590     | P1    | Pole Deflection | C
2590     | P1    | Steel Pole | C
2590     | Neut Slack | Post       | C
2590     | P1    | Pole Deflection | C
2590     | P1    | Steel Pole | C
2590     | Neut Slack | Post       | C
2590     | P1    | Pole Deflection | C
2590     | PG11  | Guy        | C
2590     | U1-1B | Strain     | C
2590     | P1    | Pole Deflection | C
2590     | PG11  | Guy        | C
2590     | U1-1B | Strain     | C
2590     | P1    | Pole Deflection | C
2645     | NG12  | Guy        | C
2645     | S1-SP | Clamp      | C
2645     | P1    | Pole Deflection | C
2645     | NG12  | Guy        | C
2645     | S1-SP | Clamp      | C
2645     | P1    | Pole Deflection | C
2645     | NG12  | Guy        | C
2645     | SP    | Clamp      | C
2645     | P1    | Pole Deflection | C
2645     | NG12  | Guy        | C
2645     | SP    | Clamp      | C
2645     | P1    | Pole Deflection | C
2645     | P1    | Steel Pole | C
2645     | P1    | Pole Deflection | C
2645     | P1    | Steel Pole | C
2645     | P1    | Pole Deflection | C
2645     | NG12  | Guy        | C
2645     | S1-SP | Clamp      | C
2645     | P1    | Pole Deflection | C
2645     | NG12  | Guy        | C
2645     | S1-SP | Clamp      | C
2645     | P1    | Pole Deflection | C
2650     | PG11  | Guy        | C
2650     | U1-1B | Strain     | C
2650     | P1    | Pole Deflection | C
2650     | PG11  | Guy        | C
2650     | U1-1B | Strain     | C
2650     | P1    | Pole Deflection | C
2650     | PG11  | Guy        | C
2650     | U1-1B | Strain     | C
2650     | P1    | Pole Deflection | C
2650     | PG11  | Guy        | C
2650     | U1-1B | Strain     | C
2650     | P1    | Pole Deflection | C
2650     | PG11  | Guy        | C
2650     | U1-1B | Strain     | C
2650     | P1    | Pole Deflection | C
2650     | PG11  | Guy        | C
2650     | U1-1B | Strain     | C
2650     | P1    | Pole Deflection | C
2650     | P1    | Steel Pole | C
2650     | P1    | Pole Deflection | C
2650     | P1    | Steel Pole | C
2650     | P1    | Pole Deflection | C
2500     | P1    | Steel Pole | C
2500     | U1-1B | Strain     | C
2500     | P1    | Pole Deflection | C
2500     | P1    | Steel Pole | C
2500     | U1-1B | Strain     | C
2500     | P1    | Pole Deflection | C
2500     | P1    | Steel Pole | C
2500     | U1-1B | Strain     | C
2500     | P1    | Pole Deflection | C
2500     | P1    | Steel Pole | C
2500     | U1-1B | Strain     | C
2500     | P1    | Pole Deflection | C
2500     | P1    | Steel Pole | C
2500     | P1    | Pole Deflection | C
2500     | P1    | Steel Pole | C
2500     | P1    | Pole Deflection | C
2500     | P1    | Steel Pole | C
2500     | U1-1B | Strain     | C
2500     | P1    | Pole Deflection | C
2500     | P1    | Steel Pole | C
2500     | U1-1B | Strain     | C
2500     | P1    | Pole Deflection | C
2680     | NG12  | Guy        | B
2680     | U1-1B | Strain     | B
2680     | P1    | Pole Deflection | B
2680     | NG12  | Guy        | B
2680     | U1-1B | Strain     | B
2680     | P1    | Pole Deflection | B
2680     | P1    | Steel Pole | B
2680     | P1    | Pole Deflection | B
2680     | P1    | Steel Pole | B
2680     | P1    | Pole Deflection | B
2680     | NG12  | Guy        | B
2680     | U1-1B | Strain     | B
2680     | P1    | Pole Deflection | B
2680     | NG12  | Guy        | B
2680     | U1-1B | Strain     | B
2680     | P1    | Pole Deflection | B
2680     | NG12  | Guy        | C
2680     | U1-1B | Strain     | C
2680     | P1    | Pole Deflection | C
2680     | NG12  | Guy        | C
2680     | U1-1B | Strain     | C
2680     | P1    | Pole Deflection | C
2680     | NG12  | Guy        | C
2680     | U1-1B | Strain     | C
2680     | P1    | Pole Deflection | C
2680     | NG12  | Guy        | C
2680     | U1-1B | Strain     | C
2680     | P1    | Pole Deflection | C
2680     | P1    | Steel Pole | C
2680     | P1    | Pole Deflection | C
2680     | P1    | Steel Pole | C
2680     | P1    | Pole Deflection | C
2680     | NG12  | Guy        | C
2680     | U1-1B | Strain     | C
2680     | P1    | Pole Deflection | C
2680     | NG12  | Guy        | C
2680     | U1-1B | Strain     | C
2680     | P1    | Pole Deflection | C
2765     | CM13  | Guy        | B
2765     | S1-SP | Clamp      | B
2765     | P1    | Pole Deflection | B
2765     | CM13  | Guy        | B
2765     | S1-SP | Clamp      | B
2765     | P1    | Pole Deflection | B
2765     | P1    | Steel Pole | B
2765     | P1    | Pole Deflection | B
2765     | P1    | Steel Pole | B
2765     | P1    | Pole Deflection | B
2765     | CM13  | Guy        | B
2765     | S1-SP | Clamp      | B
2765     | P1    | Pole Deflection | B
2765     | CM13  | Guy        | B
2765     | S1-SP | Clamp      | B
2765     | P1    | Pole Deflection | B
2765     | CM13  | Guy        | C
2765     | S2-SP | Clamp      | C
2765     | P1    | Pole Deflection | C
2765     | CM13  | Guy        | C
2765     | S2-SP | Clamp      | C
2765     | P1    | Pole Deflection | C
2765     | CM13  | Guy        | C
2765     | S1-SP | Clamp      | C
2765     | P1    | Pole Deflection | C
2765     | CM13  | Guy        | C
2765     | S1-SP | Clamp      | C
2765     | P1    | Pole Deflection | C
2765     | P1    | Steel Pole | C
2765     | P1    | Pole Deflection | C
2765     | P1    | Steel Pole | C
2765     | P1    | Pole Deflection | C
2765     | CM13  | Guy        | C
2765     | S2-SP | Clamp      | C
2765     | P1    | Pole Deflection | C
2765     | CM13  | Guy        | C
2765     | S2-SP | Clamp      | C
2765     | P1    | Pole Deflection | C
2770     | PG11  | Guy        | B
2770     | C1-c1 | Clamp      | B
2770     | P1    | Pole Deflection | B
2770     | NG12  | Guy        | B
2770     | C1-c1 | Clamp      | B
2770     | P1    | Pole Deflection | B
2770     | PG11  | Guy        | B
2770     | C1-c1 | Clamp      | B
2770     | P1    | Pole Deflection | B
2770     | NG12  | Guy        | B
2770     | C1-c1 | Clamp      | B
2770     | P1    | Pole Deflection | B
2770     | P1    | Steel Pole | B
2770     | c1    | Clamp      | B
2770     | P1    | Pole Deflection | B
2770     | P1    | Steel Pole | B
2770     | c1    | Clamp      | B
2770     | P1    | Pole Deflection | B
2770     | PG11  | Guy        | C
2770     | C1-c1 | Clamp      | C
2770     | P1    | Pole Deflection | C
2770     | NG12  | Guy        | C
2770     | C1-c1 | Clamp      | C
2770     | P1    | Pole Deflection | C
2770     | PG11  | Guy        | C
2770     | C1-c1 | Clamp      | C
2770     | P1    | Pole Deflection | C
2770     | NG12  | Guy        | C
2770     | C1-c1 | Clamp      | C
2770     | P1    | Pole Deflection | C
2770     | PG11  | Guy        | C
2770     | C1-c1 | Clamp      | C
2770     | P1    | Pole Deflection | C
2770     | NG12  | Guy        | C
2770     | C1-c1 | Clamp      | C
2770     | P1    | Pole Deflection | C
2770     | P1    | Steel Pole | C
2770     | c1    | Clamp      | C
2770     | P1    | Pole Deflection | C
2770     | P1    | Steel Pole | C
2770     | c1    | Clamp      | C
2770     | P1    | Pole Deflection | C
2780     | NG12  | Guy        | B
2780     | c1    | Clamp      | B
2780     | P1    | Pole Deflection | B
2780     | NG12  | Guy        | B
2780     | c1    | Clamp      | B
2780     | P1    | Pole Deflection | B
2780     | P1    | Steel Pole | B
2780     | P1    | Pole Deflection | B
2780     | P1    | Steel Pole | B
2780     | P1    | Pole Deflection | B
2780     | NG12  | Guy        | B
2780     | c1    | Clamp      | B
2780     | P1    | Pole Deflection | B
2780     | NG12  | Guy        | B
2780     | c1    | Clamp      | B
2780     | P1    | Pole Deflection | B
2780     | NG12  | Guy        | C
2780     | c1    | Clamp      | C
2780     | P1    | Pole Deflection | C
2780     | NG12  | Guy        | C
2780     | c1    | Clamp      | C
2780     | P1    | Pole Deflection | C
2780     | NG12  | Guy        | C
2780     | c1    | Clamp      | C
2780     | P1    | Pole Deflection | C
2780     | NG12  | Guy        | C
2780     | c1    | Clamp      | C
2780     | P1    | Pole Deflection | C
2780     | P1    | Steel Pole | C
2780     | P1    | Pole Deflection | C
2780     | P1    | Steel Pole | C
2780     | P1    | Pole Deflection | C
2780     | NG12  | Guy        | C
2780     | c1    | Clamp      | C
2780     | P1    | Pole Deflection | C
2780     | NG12  | Guy        | C
2780     | c1    | Clamp      | C
2780     | P1    | Pole Deflection | C
2800     | P1    | Steel Pole | C
2800     | U1p   | Post       | C
2800     | P1    | Pole Deflection | C
2800     | P1    | Steel Pole | C
2800     | U1p   | Post       | C
2800     | P1    | Pole Deflection | C
2800     | P1    | Steel Pole | C
2800     | U1p   | Post       | C
2800     | P1    | Pole Deflection | C
2800     | P1    | Steel Pole | C
2800     | U1p   | Post       | C
2800     | P1    | Pole Deflection | C
2810     | NG12  | Guy        | C
2810     | U1-1A | Strain     | C
2810     | P1    | Pole Deflection | C
2810     | NG12  | Guy        | C
2810     | U1-1A | Strain     | C
2810     | P1    | Pole Deflection | C
2810     | NG12  | Guy        | C
2810     | U1-1A | Strain     | C
2810     | P1    | Pole Deflection | C
2810     | NG12  | Guy        | C
2810     | U1-1A | Strain     | C
2810     | P1    | Pole Deflection | C
2820     | PG11  | Guy        | C
2820     | U1-1B | Strain     | C
2820     | P1    | Pole Deflection | C
2820     | PG11  | Guy        | C
2820     | U1-1B | Strain     | C
2820     | P1    | Pole Deflection | C
2820     | PG11  | Guy        | C
2820     | U1-1B | Strain     | C
2820     | P1    | Pole Deflection | C
2820     | PG11  | Guy        | C
2820     | U1-1B | Strain     | C
2820     | P1    | Pole Deflection | C
2820     | P1    | Steel Pole | C
2820     | P1    | Pole Deflection | C
2820     | P1    | Steel Pole | C
2820     | P1    | Pole Deflection | C
2820     | PG11  | Guy        | C
2820     | U1-1B | Strain     | C
2820     | P1    | Pole Deflection | C
2820     | PG11  | Guy        | C
2820     | U1-1B | Strain     | C
2820     | P1    | Pole Deflection | C
2850     | NG12  | Guy        | B
2850     | U1-1B | Strain     | B
2850     | P1    | Pole Deflection | B
2850     | NG12  | Guy        | B
2850     | U1-1B | Strain     | B
2850     | P1    | Pole Deflection | B
2850     | NG12  | Guy        | B
2850     | U1-1B | Strain     | B
2850     | P1    | Pole Deflection | B
2850     | NG12  | Guy        | B
2850     | U1-1B | Strain     | B
2850     | P1    | Pole Deflection | B
2850     | P1    | Steel Pole | B
2850     | P1    | Pole Deflection | B
2850     | P1    | Steel Pole | B
2850     | P1    | Pole Deflection | B
2850     | NG12  | Guy        | C
2850     | U1-1B | Strain     | C
2850     | P1    | Pole Deflection | C
2850     | NG12  | Guy        | C
2850     | U1-1B | Strain     | C
2850     | P1    | Pole Deflection | C
2850     | NG12  | Guy        | C
2850     | U1-1B | Strain     | C
2850     | P1    | Pole Deflection | C
2850     | NG12  | Guy        | C
2850     | U1-1B | Strain     | C
2850     | P1    | Pole Deflection | C
2850     | NG12  | Guy        | C
2850     | U1-1B | Strain     | C
2850     | P1    | Pole Deflection | C
2850     | NG12  | Guy        | C
2850     | U1-1B | Strain     | C
2850     | P1    | Pole Deflection | C
2850     | P1    | Steel Pole | C
2850     | P1    | Pole Deflection | C
2850     | P1    | Steel Pole | C
2850     | P1    | Pole Deflection | C
2890     | NG12  | Guy        | B
2890     | c1    | Clamp      | B
2890     | P1    | Pole Deflection | B
2890     | NG12  | Guy        | B
2890     | c1    | Clamp      | B
2890     | P1    | Pole Deflection | B
2890     | NG12  | Guy        | B
2890     | c1    | Clamp      | B
2890     | P1    | Pole Deflection | B
2890     | NG12  | Guy        | B
2890     | c1    | Clamp      | B
2890     | P1    | Pole Deflection | B
2890     | P1    | Steel Pole | B
2890     | Neut Slack | Post       | B
2890     | P1    | Pole Deflection | B
2890     | P1    | Steel Pole | B
2890     | Neut Slack | Post       | B
2890     | P1    | Pole Deflection | B
2890     | NG12  | Guy        | C
2890     | c1    | Clamp      | C
2890     | P1    | Pole Deflection | C
2890     | NG12  | Guy        | C
2890     | c1    | Clamp      | C
2890     | P1    | Pole Deflection | C
2890     | NG12  | Guy        | C
2890     | c1    | Clamp      | C
2890     | P1    | Pole Deflection | C
2890     | NG12  | Guy        | C
2890     | c1    | Clamp      | C
2890     | P1    | Pole Deflection | C
2890     | NG12  | Guy        | C
2890     | c1    | Clamp      | C
2890     | P1    | Pole Deflection | C
2890     | NG12  | Guy        | C
2890     | c1    | Clamp      | C
2890     | P1    | Pole Deflection | C
2890     | P1    | Steel Pole | C
2890     | Neut Slack | Post       | C
2890     | P1    | Pole Deflection | C
2890     | P1    | Steel Pole | C
2890     | Neut Slack | Post       | C
2890     | P1    | Pole Deflection | C
2900     | CM11  | Guy        | B
2900     | C1-c1 | Clamp      | B
2900     | P1    | Pole Deflection | B
2900     | P1    | Steel Pole | B
2900     | U1p   | Post       | B
2900     | P1    | Pole Deflection | B
2900     | CM11  | Guy        | C
2900     | C1-c1 | Clamp      | C
2900     | P1    | Pole Deflection | C
2900     | P1    | Steel Pole | C
2900     | U1p   | Post       | C
2900     | P1    | Pole Deflection | C
2900     | CM11  | Guy        | C
2900     | C1-c1 | Clamp      | C
2900     | P1    | Pole Deflection | C
2900     | P1    | Steel Pole | C
2900     | U1p   | Post       | C
2900     | P1    | Pole Deflection | C
2910     | P1    | Steel Pole | B
2910     | U1-1A | Strain     | B
2910     | P1    | Pole Deflection | B
2910     | P1    | Steel Pole | B
2910     | U1-1A | Strain     | B
2910     | P1    | Pole Deflection | B
2910     | P1    | Steel Pole | C
2910     | U1-1A | Strain     | C
2910     | P1    | Pole Deflection | C
2910     | P1    | Steel Pole | C
2910     | U1-1A | Strain     | C
2910     | P1    | Pole Deflection | C
2910     | P1    | Steel Pole | C
2910     | U1-1A | Strain     | C
2910     | P1    | Pole Deflection | C
2910     | P1    | Steel Pole | C
2910     | U1-1A | Strain     | C
2910     | P1    | Pole Deflection | C
2920     | P1    | Steel Pole | B
2920     | U1p   | Post       | B
2920     | P1    | Pole Deflection | B
2920     | P1    | Steel Pole | B
2920     | U1p   | Post       | B
2920     | P1    | Pole Deflection | B
2920     | P1    | Steel Pole | C
2920     | UN1   | Post       | C
2920     | P1    | Pole Deflection | C
2920     | P1    | Steel Pole | C
2920     | U1p   | Post       | C
2920     | P1    | Pole Deflection | C
2920     | P1    | Steel Pole | C
2920     | U1p   | Post       | C
2920     | P1    | Pole Deflection | C
2920     | P1    | Steel Pole | C
2920     | U1p   | Post       | C
2920     | P1    | Pole Deflection | C
2930     | PG11  | Guy        | B
2930     | C1-c1 | Clamp      | B
2930     | P1    | Pole Deflection | B
2930     | PG11  | Guy        | B
2930     | C1-c1 | Clamp      | B
2930     | P1    | Pole Deflection | B
2930     | P1    | Steel Pole | B
2930     | c1    | Clamp      | B
2930     | P1    | Pole Deflection | B
2930     | P1    | Steel Pole | B
2930     | c1    | Clamp      | B
2930     | P1    | Pole Deflection | B
2930     | PG11  | Guy        | B
2930     | C1-c1 | Clamp      | B
2930     | P1    | Pole Deflection | B
2930     | PG11  | Guy        | B
2930     | C1-c1 | Clamp      | B
2930     | P1    | Pole Deflection | B
2930     | PG11  | Guy        | C
2930     | C1-c1 | Clamp      | C
2930     | P1    | Pole Deflection | C
2930     | PG11  | Guy        | C
2930     | C1-c1 | Clamp      | C
2930     | P1    | Pole Deflection | C
2930     | PG11  | Guy        | C
2930     | C1-c1 | Clamp      | C
2930     | P1    | Pole Deflection | C
2930     | PG11  | Guy        | C
2930     | C1-c1 | Clamp      | C
2930     | P1    | Pole Deflection | C
2930     | P1    | Steel Pole | C
2930     | c1    | Clamp      | C
2930     | P1    | Pole Deflection | C
2930     | P1    | Steel Pole | C
2930     | c1    | Clamp      | C
2930     | P1    | Pole Deflection | C
2930     | PG11  | Guy        | C
2930     | C1-c1 | Clamp      | C
2930     | P1    | Pole Deflection | C
2930     | PG11  | Guy        | C
2930     | C1-c1 | Clamp      | C
2930     | P1    | Pole Deflection | C
2940     | PG11  | Guy        | B
2940     | c1    | Clamp      | B
2940     | P1    | Pole Deflection | B
2940     | PG11  | Guy        | B
2940     | c1    | Clamp      | B
2940     | P1    | Pole Deflection | B
2940     | PG11  | Guy        | B
2940     | c1    | Clamp      | B
2940     | P1    | Pole Deflection | B
2940     | PG11  | Guy        | B
2940     | c1    | Clamp      | B
2940     | P1    | Pole Deflection | B
2940     | P1    | Steel Pole | B
2940     | C1-c1 | Clamp      | B
2940     | P1    | Pole Deflection | B
2940     | P1    | Steel Pole | B
2940     | C1-c1 | Clamp      | B
2940     | P1    | Pole Deflection | B
2940     | PG11  | Guy        | C
2940     | c1    | Clamp      | C
2940     | P1    | Pole Deflection | C
2940     | PG11  | Guy        | C
2940     | c1    | Clamp      | C
2940     | P1    | Pole Deflection | C
2940     | PG11  | Guy        | C
2940     | c1    | Clamp      | C
2940     | P1    | Pole Deflection | C
2940     | PG11  | Guy        | C
2940     | c1    | Clamp      | C
2940     | P1    | Pole Deflection | C
2940     | PG11  | Guy        | C
2940     | c1    | Clamp      | C
2940     | P1    | Pole Deflection | C
2940     | PG11  | Guy        | C
2940     | c1    | Clamp      | C
2940     | P1    | Pole Deflection | C
2940     | P1    | Steel Pole | C
2940     | C1-c1 | Clamp      | C
2940     | P1    | Pole Deflection | C
2940     | P1    | Steel Pole | C
2940     | C1-c1 | Clamp      | C
2940     | P1    | Pole Deflection | C
2950     | P1    | Steel Pole | B
2950     | U1p   | Post       | B
2950     | P1    | Pole Deflection | B
2950     | P1    | Steel Pole | B
2950     | U1p   | Post       | B
2950     | P1    | Pole Deflection | B
2950     | P1    | Steel Pole | C
2950     | UN1   | Post       | C
2950     | P1    | Pole Deflection | C
2950     | P1    | Steel Pole | C
2950     | U1p   | Post       | C
2950     | P1    | Pole Deflection | C
2950     | P1    | Steel Pole | C
2950     | U1p   | Post       | C
2950     | P1    | Pole Deflection | C
2950     | P1    | Steel Pole | C
2950     | U1p   | Post       | C
2950     | P1    | Pole Deflection | C
2960     | NG12  | Guy        | B
2960     | c1    | Clamp      | B
2960     | P1    | Pole Deflection | B
2960     | NG12  | Guy        | B
2960     | c1    | Clamp      | B
2960     | P1    | Pole Deflection | B
2960     | P1    | Steel Pole | B
2960     | U1p   | Post       | B
2960     | P1    | Pole Deflection | B
2960     | P1    | Steel Pole | B
2960     | U1p   | Post       | B
2960     | P1    | Pole Deflection | B
2960     | NG12  | Guy        | B
2960     | c1    | Clamp      | B
2960     | P1    | Pole Deflection | B
2960     | NG12  | Guy        | B
2960     | c1    | Clamp      | B
2960     | P1    | Pole Deflection | B
2960     | NG12  | Guy        | C
2960     | c1    | Clamp      | C
2960     | P1    | Pole Deflection | C
2960     | NG12  | Guy        | C
2960     | c1    | Clamp      | C
2960     | P1    | Pole Deflection | C
2960     | NG12  | Guy        | C
2960     | c1    | Clamp      | C
2960     | P1    | Pole Deflection | C
2960     | NG12  | Guy        | C
2960     | c1    | Clamp      | C
2960     | P1    | Pole Deflection | C
2960     | P1    | Steel Pole | C
2960     | U1p   | Post       | C
2960     | P1    | Pole Deflection | C
2960     | P1    | Steel Pole | C
2960     | U1p   | Post       | C
2960     | P1    | Pole Deflection | C
2960     | NG12  | Guy        | C
2960     | c1    | Clamp      | C
2960     | P1    | Pole Deflection | C
2960     | NG12  | Guy        | C
2960     | c1    | Clamp      | C
2960     | P1    | Pole Deflection | C
2330     | PG11  | Guy        | C
2330     | U1-1B | Strain     | C
2330     | P1    | Pole Deflection | C
2330     | PG11  | Guy        | C
2330     | U1-1B | Strain     | C
2330     | P1    | Pole Deflection | C
2330     | PG11  | Guy        | C
2330     | U1-1B | Strain     | C
2330     | P1    | Pole Deflection | C
2330     | PG11  | Guy        | C
2330     | U1-1B | Strain     | C
2330     | P1    | Pole Deflection | C
2330     | PG11  | Guy        | C
2330     | U1-1B | Strain     | C
2330     | P1    | Pole Deflection | C
2330     | PG11  | Guy        | C
2330     | U1-1B | Strain     | C
2330     | P1    | Pole Deflection | C
2330     | P1    | Steel Pole | C
2330     | P1    | Pole Deflection | C
2330     | P1    | Steel Pole | C
2330     | P1    | Pole Deflection | C
2340     | PG11  | Guy        | C
2340     | U1-1B | Strain     | C
2340     | P1    | Pole Deflection | C
2340     | PG11  | Guy        | C
2340     | U1-1B | Strain     | C
2340     | P1    | Pole Deflection | C
2340     | PG11  | Guy        | C
2340     | U1-1B | Strain     | C
2340     | P1    | Pole Deflection | C
2340     | PG11  | Guy        | C
2340     | U1-1B | Strain     | C
2340     | P1    | Pole Deflection | C
2340     | P1    | Steel Pole | C
2340     | U1p   | Post       | C
2340     | P1    | Pole Deflection | C
2340     | P1    | Steel Pole | C
2340     | U1p   | Post       | C
2340     | P1    | Pole Deflection | C
2340     | PG11  | Guy        | C
2340     | U1-1B | Strain     | C
2340     | P1    | Pole Deflection | C
2340     | PG11  | Guy        | C
2340     | U1-1B | Strain     | C
2340     | P1    | Pole Deflection | C
2740     | P1    | Steel Pole | B
2740     | U1p   | Post       | B
2740     | P1    | Pole Deflection | B
2740     | P1    | Steel Pole | B
2740     | U1p   | Post       | B
2740     | P1    | Pole Deflection | B
2740     | P1    | Steel Pole | C
2740     | U1p   | Post       | C
2740     | P1    | Pole Deflection | C
2740     | P1    | Steel Pole | C
2740     | U1p   | Post       | C
2740     | P1    | Pole Deflection | C
2740     | P1    | Steel Pole | C
2740     | U1p   | Post       | C
2740     | P1    | Pole Deflection | C
2740     | P1    | Steel Pole | C
2740     | U1p   | Post       | C
2740     | P1    | Pole Deflection | C
2750     | PG11  | Guy        | B
2750     | c1    | Clamp      | B
2750     | P1    | Pole Deflection | B
2750     | PG11  | Guy        | B
2750     | c1    | Clamp      | B
2750     | P1    | Pole Deflection | B
2750     | P1    | Steel Pole | B
2750     | P1    | Pole Deflection | B
2750     | P1    | Steel Pole | B
2750     | P1    | Pole Deflection | B
2750     | PG11  | Guy        | B
2750     | c1    | Clamp      | B
2750     | P1    | Pole Deflection | B
2750     | PG11  | Guy        | B
2750     | c1    | Clamp      | B
2750     | P1    | Pole Deflection | B
2750     | PG11  | Guy        | C
2750     | c1    | Clamp      | C
2750     | P1    | Pole Deflection | C
2750     | PG11  | Guy        | C
2750     | c1    | Clamp      | C
2750     | P1    | Pole Deflection | C
2750     | PG11  | Guy        | C
2750     | c1    | Clamp      | C
2750     | P1    | Pole Deflection | C
2750     | PG11  | Guy        | C
2750     | c1    | Clamp      | C
2750     | P1    | Pole Deflection | C
2750     | P1    | Steel Pole | C
2750     | P1    | Pole Deflection | C
2750     | P1    | Steel Pole | C
2750     | P1    | Pole Deflection | C
2750     | PG11  | Guy        | C
2750     | c1    | Clamp      | C
2750     | P1    | Pole Deflection | C
2750     | PG11  | Guy        | C
2750     | c1    | Clamp      | C
2750     | P1    | Pole Deflection | C
